SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,AMT_APPLICATION,CNT_PAYMENT,AMT_CREDIT,AMT_GOODS_PRICE
100069,0,Cash loans,M,1,360000,27265.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-14186,-1743,-2128,-4982,Laborers,2,2,2,MONDAY,11,0,1,1,0,1,1,Transport: type 4,0.256737043,0.707699345,0,0,0,0,-112,0,0,0,0,1,3,2467922,157315.5,12,403661.25,337407.75
100069,0,Cash loans,M,1,360000,27265.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-14186,-1743,-2128,-4982,Laborers,2,2,2,MONDAY,11,0,1,1,0,1,1,Transport: type 4,0.256737043,0.707699345,0,0,0,0,-112,0,0,0,0,1,3,1362017,130860,12,385335,324180
100069,0,Cash loans,M,1,360000,27265.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-14186,-1743,-2128,-4982,Laborers,2,2,2,MONDAY,11,0,1,1,0,1,1,Transport: type 4,0.256737043,0.707699345,0,0,0,0,-112,0,0,0,0,1,3,2244872,126945.675,12,383701.5,322222.8375
100071,0,Cash loans,F,0,180000,86989.5,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-20121,-2446,-6755,-2177,Accountants,2,2,2,MONDAY,12,0,0,0,0,0,0,Industry: type 11,0.570666356,0.697146908,0,0,0,0,-1572,0,0,0,2,0,1,1642618,594000,12,1140754.5,1091250
100072,0,Cash loans,M,0,180000,44118,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.010006,-7907,-1324,-4557,-586,Sales staff,1,2,1,TUESDAY,9,0,0,0,0,0,0,Trade: type 2,0.026540775,0.434733249,0,0,0,0,-725,0,0,0,0,0,4,1476081,0,15.99563863,540000,653144.6125
100072,0,Cash loans,M,0,180000,44118,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.010006,-7907,-1324,-4557,-586,Sales staff,1,2,1,TUESDAY,9,0,0,0,0,0,0,Trade: type 2,0.026540775,0.434733249,0,0,0,0,-725,0,0,0,0,0,4,2208979,191614.5,6,619931.25,635807.25
100072,0,Cash loans,M,0,180000,44118,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.010006,-7907,-1324,-4557,-586,Sales staff,1,2,1,TUESDAY,9,0,0,0,0,0,0,Trade: type 2,0.026540775,0.434733249,0,0,0,0,-725,0,0,0,0,0,4,1775758,191169,6,626024.25,635584.5
100072,0,Cash loans,M,0,180000,44118,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.010006,-7907,-1324,-4557,-586,Sales staff,1,2,1,TUESDAY,9,0,0,0,0,0,0,Trade: type 2,0.026540775,0.434733249,0,0,0,0,-725,0,0,0,0,0,4,1389495,96466.5,6,590780.25,588233.25
100072,0,Cash loans,M,0,180000,44118,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.010006,-7907,-1324,-4557,-586,Sales staff,1,2,1,TUESDAY,9,0,0,0,0,0,0,Trade: type 2,0.026540775,0.434733249,0,0,0,0,-725,0,0,0,0,0,4,2183324,0,15.99563863,540000,653144.6125
100072,0,Cash loans,M,0,180000,44118,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.010006,-7907,-1324,-4557,-586,Sales staff,1,2,1,TUESDAY,9,0,0,0,0,0,0,Trade: type 2,0.026540775,0.434733249,0,0,0,0,-725,0,0,0,0,0,4,1167865,0,15.99563863,540000,653144.6125
100073,0,Cash loans,M,0,324000,40189.5,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.01885,-22843,365243,-1042,-3967,Unknown,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.733051193,0.234015167,0,0,0,0,-2385,0,0,0,0,1,1,2131875,337500,12,743485.5,573750
100073,0,Cash loans,M,0,324000,40189.5,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.01885,-22843,365243,-1042,-3967,Unknown,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.733051193,0.234015167,0,0,0,0,-2385,0,0,0,0,1,1,1290992,0,15.99563863,565380,518144.6125
100073,0,Cash loans,M,0,324000,40189.5,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.01885,-22843,365243,-1042,-3967,Unknown,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.733051193,0.234015167,0,0,0,0,-2385,0,0,0,0,1,1,1298935,360000,10,727380,585000
100073,0,Cash loans,M,0,324000,40189.5,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.01885,-22843,365243,-1042,-3967,Unknown,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.733051193,0.234015167,0,0,0,0,-2385,0,0,0,0,1,1,1108226,187632,10,656037,498816
100073,0,Cash loans,M,0,324000,40189.5,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.01885,-22843,365243,-1042,-3967,Unknown,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.733051193,0.234015167,0,0,0,0,-2385,0,0,0,0,1,1,2570592,1035000,30,1120450.5,922500
100073,0,Cash loans,M,0,324000,40189.5,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.01885,-22843,365243,-1042,-3967,Unknown,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.733051193,0.234015167,0,0,0,0,-2385,0,0,0,0,1,1,1361907,270000,30,718645.5,540000
100075,0,Cash loans,F,0,112500,10462.5,Family,Working,Higher education,Single / not married,House / apartment,0.00496,-12240,-3720,-5246,-4541,Unknown,1,2,2,MONDAY,14,0,0,0,0,0,0,University,0.664543941,0.492060094,0,0,0,0,-280,0,0,0,0,0,5,1451119,57555,6,81796.5,73777.5
100075,0,Cash loans,F,0,112500,10462.5,Family,Working,Higher education,Single / not married,House / apartment,0.00496,-12240,-3720,-5246,-4541,Unknown,1,2,2,MONDAY,14,0,0,0,0,0,0,University,0.664543941,0.492060094,0,0,0,0,-280,0,0,0,0,0,5,2338925,180000,6,152228.25,135000
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2670402,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2562193,45000,0,650700,472500
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2344234,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2122244,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2507343,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1248400,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1879539,1147500,60,1300403.25,1023750
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1351966,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2340488,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1855344,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2033040,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1691588,45000,0,650700,472500
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1222874,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1655521,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2013093,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1014463,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1677581,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1786003,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,2161341,0,15.99563863,628200,563144.6125
100077,0,Cash loans,M,0,180000,40657.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,-6105,-1,Core staff,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,Police,0.647347822,0.562060483,4,0,4,0,-295,0,0,0,0,0,8,1684441,247500,6,755298,573750
100078,0,Cash loans,F,0,180000,43983,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,-6836,-3084,Core staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5172704,0.429423684,0,0,0,0,-1594,0,0,0,0,0,3,1373453,0,15.99563863,517500,630644.6125
100078,0,Cash loans,F,0,180000,43983,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,-6836,-3084,Core staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5172704,0.429423684,0,0,0,0,-1594,0,0,0,0,0,3,1677977,405000,42,752744.25,720000
100078,0,Cash loans,F,0,180000,43983,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,-6836,-3084,Core staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5172704,0.429423684,0,0,0,0,-1594,0,0,0,0,0,3,2378725,540000,48,830268,787500
100078,0,Cash loans,F,0,180000,43983,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,-6836,-3084,Core staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5172704,0.429423684,0,0,0,0,-1594,0,0,0,0,0,3,1986973,0,15.99563863,517500,630644.6125
100078,0,Cash loans,F,0,180000,43983,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,-6836,-3084,Core staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5172704,0.429423684,0,0,0,0,-1594,0,0,0,0,0,3,1677978,117000,20,582435,576000
100078,0,Cash loans,F,0,180000,43983,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,-6836,-3084,Core staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5172704,0.429423684,0,0,0,0,-1594,0,0,0,0,0,3,2473897,585000,36,810000,810000
100078,0,Cash loans,F,0,180000,43983,Unaccompanied,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,-6836,-3084,Core staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5172704,0.429423684,0,0,0,0,-1594,0,0,0,0,0,3,2188203,765000,36,900000,900000
100079,0,Revolving loans,M,0,225000,13500,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.00733,-15359,-114,-5076,-2922,Laborers,1,2,2,THURSDAY,9,0,0,0,0,1,1,Construction,0.561922957,0.41359676,0,0,0,0,-662,0,0,0,1,0,0,2293676,76477.5,12,170059.5,173238.75
100079,0,Revolving loans,M,0,225000,13500,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.00733,-15359,-114,-5076,-2922,Laborers,1,2,2,THURSDAY,9,0,0,0,0,1,1,Construction,0.561922957,0.41359676,0,0,0,0,-662,0,0,0,1,0,0,1479709,90000,12,190073.25,180000
100079,0,Revolving loans,M,0,225000,13500,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.00733,-15359,-114,-5076,-2922,Laborers,1,2,2,THURSDAY,9,0,0,0,0,1,1,Construction,0.561922957,0.41359676,0,0,0,0,-662,0,0,0,1,0,0,1345069,80730,6,160915.5,175365
100080,0,Revolving loans,F,1,157500,22500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-11956,-3154,-8118,-4143,Sales staff,3,2,2,SUNDAY,10,0,0,0,0,0,0,Kindergarten,0.123888292,0.832785025,0,0,0,0,-1711,0,0,0,0,0,5,2408142,585000,42,558040.5,517500
100080,0,Revolving loans,F,1,157500,22500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-11956,-3154,-8118,-4143,Sales staff,3,2,2,SUNDAY,10,0,0,0,0,0,0,Kindergarten,0.123888292,0.832785025,0,0,0,0,-1711,0,0,0,0,0,5,1683048,67500,12,260977.5,258750
100080,0,Revolving loans,F,1,157500,22500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-11956,-3154,-8118,-4143,Sales staff,3,2,2,SUNDAY,10,0,0,0,0,0,0,Kindergarten,0.123888292,0.832785025,0,0,0,0,-1711,0,0,0,0,0,5,2203713,405000,36,455566.5,427500
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,2654166,1147500,48,865397.25,798750
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,2604556,0,15.99563863,225000,338144.6125
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,2493902,945000,48,697500,697500
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,2150876,810000,48,630000,630000
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,1841344,1080000,48,765000,765000
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,2739336,450000,36,481185,450000
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,2222423,450000,48,450000,450000
100082,0,Cash loans,M,2,180000,21109.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,-1377,-3656,Laborers,4,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.686504798,0.394495405,0,0,0,0,-1003,0,0,0,1,0,2,1210487,81558,10,261699.75,265779
100083,0,Cash loans,M,0,103500,24435,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-15406,-892,-341,-4176,Laborers,2,2,2,MONDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.707126316,0.597192427,2,1,2,1,-2053,0,0,0,0,0,3,1231722,157500,24,375959.25,310500
100083,0,Cash loans,M,0,103500,24435,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-15406,-892,-341,-4176,Laborers,2,2,2,MONDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.707126316,0.597192427,2,1,2,1,-2053,0,0,0,0,0,3,1918780,48181.5,10,308979,255840.75
100084,0,Cash loans,M,2,225000,26140.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-14860,-1156,-23,-1072,Laborers,3,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.570527051,0.694092643,1,0,1,0,-1475,0,0,0,0,1,0,1571844,58590,6,275433.75,258795
100084,0,Cash loans,M,2,225000,26140.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-14860,-1156,-23,-1072,Laborers,3,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.570527051,0.694092643,1,0,1,0,-1475,0,0,0,0,1,0,1472064,0,15.99563863,247675.5,342644.6125
100084,0,Cash loans,M,2,225000,26140.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-14860,-1156,-23,-1072,Laborers,3,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.570527051,0.694092643,1,0,1,0,-1475,0,0,0,0,1,0,2195900,468000,60,574339.5,463500
100084,0,Cash loans,M,2,225000,26140.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-14860,-1156,-23,-1072,Laborers,3,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.570527051,0.694092643,1,0,1,0,-1475,0,0,0,0,1,0,1046038,85500,6,288054,272250
100084,0,Cash loans,M,2,225000,26140.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-14860,-1156,-23,-1072,Laborers,3,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.570527051,0.694092643,1,0,1,0,-1475,0,0,0,0,1,0,1860330,0,15.99563863,247675.5,342644.6125
100085,0,Cash loans,M,1,157500,28894.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-11187,-2224,-3253,-3723,Drivers,3,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 1,0.368718985,0.358951229,7,0,7,0,-1175,0,0,0,0,0,0,1726118,23985,15.99563863,389587.5,349492.5
100086,0,Cash loans,F,1,135000,21775.5,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.019101,-14264,-2492,-4327,-4517,Laborers,2,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.569873237,0.198620045,0,0,0,0,-1597,0,0,0,1,4,2,2235967,76072.95,15.99563863,375536.475,375536.475
100086,0,Cash loans,F,1,135000,21775.5,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.019101,-14264,-2492,-4327,-4517,Laborers,2,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.569873237,0.198620045,0,0,0,0,-1597,0,0,0,1,4,2,2810220,24835.5,4,348117.75,349917.75
100086,0,Cash loans,F,1,135000,21775.5,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.019101,-14264,-2492,-4327,-4517,Laborers,2,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.569873237,0.198620045,0,0,0,0,-1597,0,0,0,1,4,2,1512951,0,15.99563863,337500,450644.6125
100086,0,Cash loans,F,1,135000,21775.5,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.019101,-14264,-2492,-4327,-4517,Laborers,2,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.569873237,0.198620045,0,0,0,0,-1597,0,0,0,1,4,2,1866842,0,15.99563863,337500,450644.6125
100086,0,Cash loans,F,1,135000,21775.5,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.019101,-14264,-2492,-4327,-4517,Laborers,2,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.569873237,0.198620045,0,0,0,0,-1597,0,0,0,1,4,2,1712955,675000,60,675000,675000
100086,0,Cash loans,F,1,135000,21775.5,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.019101,-14264,-2492,-4327,-4517,Laborers,2,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.569873237,0.198620045,0,0,0,0,-1597,0,0,0,1,4,2,1856124,0,0,393750,450644.6125
100087,0,Cash loans,F,1,202500,37800,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003069,-17542,-2011,-1529,-988,Cooking staff,3,3,3,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.572064147,0.191821602,2,1,2,1,-1230,0,0,0,0,0,3,1514530,157500,36,738517.5,641250
100087,0,Cash loans,F,1,202500,37800,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003069,-17542,-2011,-1529,-988,Cooking staff,3,3,3,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.572064147,0.191821602,2,1,2,1,-1230,0,0,0,0,0,3,1233905,135000,12,725332.5,630000
100087,0,Cash loans,F,1,202500,37800,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003069,-17542,-2011,-1529,-988,Cooking staff,3,3,3,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.572064147,0.191821602,2,1,2,1,-1230,0,0,0,0,0,3,1207842,31401,6,660703.5,578200.5
100089,0,Cash loans,M,0,135000,15781.5,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-9666,-2811,-4437,-2342,Laborers,2,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.550057993,0.53527625,2,0,2,0,-92,0,0,0,0,0,3,2587135,0,15.99563863,168880.5,241394.6125
100093,0,Cash loans,F,1,94500,28273.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-18253,-721,-1701,-1779,Core staff,3,2,2,TUESDAY,16,0,0,0,0,0,0,Postal,0.488599915,0.510852906,0,0,0,0,0,0,0,0,0,0,3,2648437,0,15.99563863,292500,405644.6125
100093,0,Cash loans,F,1,94500,28273.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-18253,-721,-1701,-1779,Core staff,3,2,2,TUESDAY,16,0,0,0,0,0,0,Postal,0.488599915,0.510852906,0,0,0,0,0,0,0,0,0,0,3,2526426,96061.5,12,340530.75,340530.75
